id_hecho,fecha,rol,vehiculo_victima,sexo,edad,fecha_fallecimiento,cantidad_victimas,hora,lugar,tipo_de_calle,comuna,longitud,latitud,vehiculo_acusado
2016-0171,2016-12-25,CONDUCTOR,MOTO,SD,,,1,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1.0,-58.36607137,-34.62150748,MOTO
2016-0172,2016-12-26,CONDUCTOR,MOTO,MASCULINO,38.0,2016-12-26,1,8,AV GARAY Y CASTRO,AVENIDA,5.0,-58.41918902,-34.63174259,CARGAS
2016-0173,2016-12-26,CONDUCTOR,MOTO,MASCULINO,35.0,,1,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7.0,-58.46749188,-34.63551751,CARGAS
2016-0174,2016-12-27,SD,SD,SD,,,1,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,,.,.,SD
2016-0175,2016-12-27,PEATON,PEATON,FEMENINO,,,1,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7.0,-58.46064174,-34.62960517,BICICLETA
2016-0176,2016-12-28,CONDUCTOR,MOTO,MASCULINO,28.0,,1,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,1.0,-58.36956186,-34.61232875,PASAJEROS
2016-0177,2016-12-29,PEATON,PEATON,FEMENINO,27.0,,1,4,ARENALES 3319,CALLE,14.0,-58.40966671,-34.58788235,AUTO
2016-0178,2016-12-30,PEATON,PEATON,FEMENINO,7.0,,1,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3.0,-58.40288226,-34.61544091,MULTIPLE
2017-0001,2017-01-02,CONDUCTOR,MOTO,MASCULINO,18.0,2017-01-02,1,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11.0,-58.46594230,-34.61028571,CARGAS
2017-0003,2017-01-05,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33.0,2017-01-05,1,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4.0,-58.38957669,-34.64410277,CARGAS
2017-0007,2017-01-11,PEATON,PEATON,MASCULINO,48.0,2017-01-11,1,17,LIMA Y MEXICO,CALLE,1.0,-58.38161660,-34.61529543,MULTIPLE
2017-0008,2017-01-16,CONDUCTOR,MOTO,MASCULINO,29.0,2017-01-16,1,0,JOSE A CABRERA Y BONPLAND,CALLE,14.0,-58.43917004,-34.58494351,PASAJEROS
2017-0009,2017-01-16,CONDUCTOR,MOTO,MASCULINO,36.0,2017-01-16,1,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5.0,-58.41595919,-34.62743346,CARGAS
2017-0010,2017-01-16,CONDUCTOR,MOTO,MASCULINO,23.0,2017-01-16,1,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,6.0,-58.43564880,-34.62828656,AUTO
2017-0011,2017-01-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29.0,2017-01-22,1,2,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,12.0,-58.50073810,-34.54979510,OBJETO FIJO
2017-0012,2017-01-24,CONDUCTOR,MOTO,MASCULINO,30.0,2017-01-24,1,14,TRAFUL Y DIOGENES TABORDA,CALLE,4.0,-58.40969005,-34.65055290,CARGAS
2017-0013,2017-01-27,PEATON,PEATON,MASCULINO,4.0,2017-01-27,1,7,IRIARTE 3055,AVENIDA,4.0,-58.38972622,-34.65098981,CARGAS
2017-0014,2017-01-28,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0,2017-01-28,1,8,AV. DONADO Y ARIAS,AVENIDA,12.0,-58.49185972,-34.55046754,MULTIPLE
2017-0015,2017-02-02,PEATON,PEATON,MASCULINO,82.0,2017-02-21,1,15,CORDOBA AV. Y CALLAO,AVENIDA,2.0,-58.39293417,-34.59963642,AUTO
2017-0016,2017-02-03,CONDUCTOR,MOTO,MASCULINO,27.0,2017-02-04,1,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1.0,-58.38099494,-34.62288231,CARGAS
2017-0017,2017-02-06,CONDUCTOR,MOTO,MASCULINO,32.0,2017-02-06,1,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14.0,-58.42901200,-34.58095431,AUTO
2017-0018,2017-02-09,CONDUCTOR,MOTO,MASCULINO,30.0,2017-02-09,1,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,9.0,-58.50877521,-34.66977709,AUTO
2017-0021,2017-02-18,CONDUCTOR,MOTO,MASCULINO,43.0,2017-02-18,1,5,SARMIENTO Y LIBERTAD,CALLE,1.0,-58.38362373,-34.60509972,PASAJEROS
2017-0024,2017-02-23,PEATON,PEATON,MASCULINO,39.0,2017-02-23,1,20,AV. RIVADAVIA 7121,AVENIDA,7.0,-58.46589308,-34.62955795,PASAJEROS
2017-0025,2017-02-24,CONDUCTOR,MOTO,MASCULINO,23.0,2017-02-24,1,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7.0,-58.43614426,-34.65424640,SD
2017-0026,2017-02-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0,2017-02-26,2,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4.0,-58.41842777,-34.64979057,OBJETO FIJO
2017-0026,2017-02-26,CONDUCTOR,AUTO,MASCULINO,19.0,2017-02-26,2,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,4.0,-58.41842777,-34.64979057,OBJETO FIJO
2017-0027,2017-02-26,PEATON,PEATON,MASCULINO,,2017-02-26,1,21,AV. CASEROS 1429,AVENIDA,1.0,-58.38332245,-34.63193250,AUTO
2017-0028,2017-02-28,PEATON,PEATON,MASCULINO,87.0,2017-02-28,1,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6.0,-58.45475488,-34.61196327,AUTO
2017-0029,2017-03-07,SD,SD,MASCULINO,34.0,2017-03-07,1,2,MOZART Y TANDIL,CALLE,9.0,-58.48501341,-34.64742455,AUTO
2017-0030,2017-03-07,CONDUCTOR,AUTO,FEMENINO,27.0,2017-03-07,1,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9.0,-58.47010988,-34.65872088,PASAJEROS
2017-0031,2017-03-11,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70.0,2017-03-11,1,1,24 DE NOVIEMBRE Y PAVON,CALLE,3.0,-58.40997560,-34.62873635,OBJETO FIJO
2017-0032,2017-03-12,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40.0,2017-03-12,1,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,8.0,-58.48892175,-34.68359163,AUTO
2017-0033,2017-03-12,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-12,1,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,11.0,-58.52466448,-34.60325478,AUTO
2017-0034,2017-03-13,PEATON,PEATON,MASCULINO,43.0,2017-03-13,1,7,GODOY CRUZ 2651,CALLE,14.0,-58.42554218,-34.57929036,AUTO
2017-0035,2017-03-23,CONDUCTOR,AUTO,MASCULINO,28.0,2017-03-23,3,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1.0,-58.35881506,-34.61113641,OBJETO FIJO
2017-0035,2017-03-23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32.0,2017-03-23,3,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1.0,-58.35881506,-34.61113641,OBJETO FIJO
2017-0035,2017-03-23,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0,2017-03-23,3,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1.0,-58.35881506,-34.61113641,OBJETO FIJO
2017-0036,2017-03-29,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,,2017-03-29,2,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,12.0,-58.51452347,-34.58159762,PASAJEROS
2017-0036,2017-03-29,CONDUCTOR,MOTO,MASCULINO,20.0,2017-03-29,2,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,12.0,-58.51452347,-34.58159762,PASAJEROS
2017-0037,2017-03-31,CONDUCTOR,MOTO,MASCULINO,41.0,2017-03-31,1,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1.0,-58.38896772,-34.61799615,CARGAS
2017-0038,2017-04-01,CONDUCTOR,MOTO,FEMENINO,40.0,2017-04-01,1,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,7.0,-58.44516857,-34.64363363,AUTO
2017-0040,2017-04-03,CONDUCTOR,AUTO,MASCULINO,43.0,2017-04-03,1,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13.0,-58.43834197,-34.54560369,MULTIPLE
2017-0041,2017-04-03,CONDUCTOR,MOTO,MASCULINO,17.0,,1,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7.0,-58.45485084,-34.63531854,AUTO
2017-0042,2017-04-10,CONDUCTOR,MOTO,MASCULINO,,2017-04-10,1,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,14.0,.,.,CARGAS
2017-0045,2017-04-14,CONDUCTOR,MOTO,MASCULINO,21.0,2017-04-14,1,6,NOGOYA 5940,CALLE,10.0,-58.52449285,-34.62454175,OBJETO FIJO
2017-0047,2017-04-23,CONDUCTOR,MOTO,MASCULINO,37.0,2017-04-23,1,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8.0,-58.46713742,-34.67198790,AUTO
2017-0049,2017-04-27,PEATON,PEATON,MASCULINO,22.0,2017-04-27,1,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8.0,-58.43850413,-34.65554754,PASAJEROS
2017-0050,2017-04-28,CONDUCTOR,MOTO,MASCULINO,46.0,2017-04-28,2,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9.0,.,.,CARGAS
2017-0050,2017-04-28,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16.0,2017-04-28,2,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9.0,.,.,CARGAS
2017-0051,2017-05-01,CONDUCTOR,AUTO,MASCULINO,33.0,2017-05-01,1,3,AU DELLEPIANE 2400,AUTOPISTA,7.0,.,.,AUTO
2017-0052,2017-05-05,PEATON,PEATON,FEMENINO,47.0,2017-05-05,1,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,8.0,-58.49413799,-34.68095739,CARGAS
2017-0053,2017-05-05,CONDUCTOR,MOTO,MASCULINO,28.0,2017-05-05,1,20,VIEYTES Y VILLARINO,CALLE,4.0,-58.37547846,-34.65326075,CARGAS
2017-0054,2017-05-07,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20.0,2017-05-07,1,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15.0,-58.48680218,-34.58689719,AUTO
2017-0055,2017-05-09,CONDUCTOR,AUTO,MASCULINO,32.0,2017-05-09,1,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12.0,-58.49563989,-34.57962262,AUTO
2017-0058,2017-05-09,PEATON,PEATON,MASCULINO,80.0,2017-05-09,1,23,AV. CORDOBA Y LIBERTAD,AVENIDA,1.0,-58.38403232,-34.59915940,MOTO
2017-0059,2017-05-11,PEATON,PEATON,FEMENINO,39.0,2017-05-11,1,9,BRASIL Y LIMA,CALLE,1.0,-58.38223382,-34.62693865,PASAJEROS
2017-0060,2017-05-13,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30.0,2017-05-13,1,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8.0,-58.45966521,-34.67323292,OBJETO FIJO
2017-0061,2017-05-15,PEATON,PEATON,MASCULINO,47.0,2017-05-16,1,13,PARAGUAY Y AV. CALLAO,AVENIDA,2.0,-58.39303911,-34.59871111,MOTO
2017-0062,2017-05-15,CONDUCTOR,MOTO,MASCULINO,35.0,2017-05-15,1,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10.0,-58.51262106,-34.63395999,CARGAS
2017-0063,2017-05-17,PEATON,PEATON,FEMENINO,79.0,2017-05-17,1,10,CHILE Y AV. 9 DE JULIO,AVENIDA,1.0,-58.38118367,-34.61646839,PASAJEROS
2017-0064,2017-05-20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0,2017-05-20,1,5,MAIPU Y PERON,CALLE,1.0,-58.37653284,-34.60582475,AUTO
2017-0065,2017-05-22,CICLISTA,BICICLETA,MASCULINO,21.0,2017-05-22,1,16,AV. SUAREZ Y HERRERA,AVENIDA,4.0,-58.37709334,-34.64035082,CARGAS
2017-0066,2017-05-22,PEATON,PEATON,MASCULINO,10.0,2017-05-22,1,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15.0,-58.46002142,-34.60409469,PASAJEROS
2017-0067,2017-05-23,CONDUCTOR,MOTO,MASCULINO,21.0,2017-05-23,1,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6.0,-58.43381970,-34.62801894,CARGAS
2017-0068,2017-05-27,CONDUCTOR,MOTO,MASCULINO,32.0,2017-05-27,1,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8.0,-58.43580656,-34.66437532,OBJETO FIJO
2017-0069,2017-05-29,CONDUCTOR,MOTO,MASCULINO,39.0,2017-05-29,1,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,9.0,-58.52173071,-34.65997463,SD
2017-0070,2017-05-30,PEATON,PEATON,MASCULINO,80.0,2017-05-31,1,13,NUEVA YORK  3696,CALLE,11.0,-58.50791763,-34.59804273,AUTO
2017-0072,2017-06-03,CONDUCTOR,AUTO,MASCULINO,25.0,2017-06-03,1,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12.0,-58.49175088,-34.58226957,AUTO
2017-0073,2017-06-04,CONDUCTOR,MOTO,MASCULINO,19.0,2017-06-04,1,9,AV. CORRIENTES Y ECUADOR,AVENIDA,3.0,-58.40781467,-34.60425669,AUTO
2017-0074,2017-06-04,SD,SD,MASCULINO,70.0,2017-06-04,1,12,CASCO 133,CALLE,9.0,-58.52567073,-34.63787791,SD
2017-0075,2017-06-12,PEATON,PEATON,MASCULINO,55.0,2017-06-12,1,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1.0,-58.38154200,-34.60906385,MOTO
2017-0076,2017-06-13,PEATON,PEATON,FEMENINO,30.0,2017-06-13,1,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2.0,-58.38526125,-34.57805810,CARGAS
2017-0077,2017-06-17,CONDUCTOR,MOTO,FEMENINO,60.0,2017-06-18,1,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14.0,-58.42934104,-34.58451712,CARGAS
2017-0079,2017-06-19,CONDUCTOR,MOTO,MASCULINO,33.0,2017-06-19,1,16,MEXICO Y DEAN FUNES,CALLE,3.0,-58.40657493,-34.61781124,CARGAS
2017-0080,2017-06-22,PEATON,PEATON,FEMENINO,95.0,2017-06-22,1,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9.0,-58.49525314,-34.64487785,CARGAS
2017-0082,2017-06-25,PEATON,PEATON,MASCULINO,36.0,2017-06-25,1,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4.0,-58.39092851,-34.62932696,AUTO
2017-0083,2017-07-04,CONDUCTOR,MOTO,MASCULINO,37.0,2017-07-04,1,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9.0,-58.49603546,-34.64564271,CARGAS
2017-0084,2017-07-05,PEATON,PEATON,FEMENINO,73.0,2017-07-05,1,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2.0,-58.38502878,-34.58703485,PASAJEROS
2017-0085,2017-07-07,PEATON,PEATON,MASCULINO,84.0,2017-07-07,1,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4.0,-58.37261143,-34.63150425,PASAJEROS
2017-0086,2017-07-09,PEATON,PEATON,FEMENINO,30.0,2017-07-09,1,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9.0,-58.51876802,-34.63905965,MOTO
2017-0087,2017-07-10,PEATON,PEATON,FEMENINO,73.0,2017-07-10,1,10,24 DE NOVIEMBRE 390,CALLE,3.0,-58.41095567,-34.61516101,AUTO
2017-0088,2017-07-10,PEATON,PEATON,MASCULINO,43.0,2017-07-10,1,22,AV. PASEO COLON Y BRASIL,AVENIDA,1.0,-58.36797542,-34.62519403,PASAJEROS
2017-0089,2017-07-13,SD,SD,MASCULINO,23.0,,1,12,MARTINIANO LEGUIZAMON 901,CALLE,9.0,-58.51514709,-34.64787051,AUTO
2017-0090,2017-07-15,PEATON,PEATON,MASCULINO,22.0,2017-07-15,1,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,11.0,-58.51925642,-34.59171721,AUTO
2017-0091,2017-07-15,CONDUCTOR,MOTO,MASCULINO,58.0,2017-07-15,1,13,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,12.0,-58.48671535,-34.54321216,SD
2017-0092,2017-07-24,PEATON,PEATON,MASCULINO,66.0,2017-07-24,1,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1.0,-58.38268809,-34.62282019,AUTO
2017-0093,2017-07-25,PEATON,PEATON,MASCULINO,,2017-07-25,1,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13.0,-58.43633522,-34.54966288,AUTO
2017-0094,2017-07-27,CICLISTA,BICICLETA,FEMENINO,56.0,2017-07-27,1,8,VICTOR HUGO 2639,CALLE,10.0,-58.52640838,-34.61765855,CARGAS
2017-0095,2017-08-06,CONDUCTOR,MOTO,MASCULINO,36.0,2017-08-06,1,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14.0,-58.41894306,-34.59778875,AUTO
2017-0096,2017-08-07,PEATON,PEATON,MASCULINO,87.0,2017-08-07,1,19,AV. CABILDO Y NUÑEZ,AVENIDA,13.0,-58.46756026,-34.54972741,PASAJEROS
2017-0098,2017-08-08,PEATON,PEATON,FEMENINO,61.0,2017-08-08,1,12,JOSE BONIFACIO 2114,CALLE,7.0,-58.45715752,-34.63132912,AUTO
2017-0099,2017-08-17,CICLISTA,BICICLETA,MASCULINO,28.0,2017-08-17,1,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14.0,-58.42406784,-34.56213916,AUTO
2017-0100,2017-08-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16.0,2017-08-21,1,7,VENEZUELA 2135,CALLE,3.0,-58.39674470,-34.61512051,OBJETO FIJO
2017-0101,2017-08-23,PEATON,PEATON,FEMENINO,61.0,2017-08-23,1,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13.0,-58.44537508,-34.57084818,MULTIPLE
2017-0102,2017-08-24,PEATON,PEATON,MASCULINO,46.0,2017-08-24,1,1,IRIARTE Y ZAVALETA,AVENIDA,4.0,-58.40056767,-34.65107080,CARGAS
2017-0104,2017-08-25,PEATON,PEATON,FEMENINO,18.0,2017-08-25,1,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1.0,-58.38109568,-34.61853244,CARGAS
2017-0106,2017-08-31,PEATON,PEATON,FEMENINO,85.0,2017-08-31,1,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14.0,-58.42533612,-34.58035258,PASAJEROS
2017-0107,2017-09-01,CONDUCTOR,MOTO,MASCULINO,41.0,2017-09-01,1,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13.0,-58.46062311,-34.54395182,CARGAS
2017-0108,2017-09-02,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17.0,2017-09-02,2,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12.0,-58.49491054,-34.54795581,AUTO
2017-0108,2017-09-02,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10.0,2017-09-02,2,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,12.0,-58.49491054,-34.54795581,AUTO
2017-0109,2017-09-04,CONDUCTOR,MOTO,MASCULINO,21.0,2017-09-05,1,21,AV. DIRECTORIO Y PORTELA,AVENIDA,7.0,-58.47130269,-34.63665402,AUTO
2017-0110,2017-09-06,PEATON,PEATON,MASCULINO,56.0,2017-09-07,1,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1.0,-58.37048800,-34.60189492,PASAJEROS
2017-0111,2017-09-07,PEATON,PEATON,FEMENINO,79.0,2017-09-07,1,18,USPALLATA Y PIROVANO,CALLE,4.0,-58.42023854,-34.64234110,CARGAS
2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0,,2,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7.0,-58.45807401,-34.63997430,OBJETO FIJO
2017-0112,2017-09-10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,,2017-09-13,2,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7.0,-58.45807401,-34.63997430,OBJETO FIJO
2017-0113,2017-09-11,PEATON,PEATON,FEMENINO,76.0,2017-09-11,1,6,AV. SANTA FE Y MAIPU,AVENIDA,1.0,-58.37697717,-34.59573848,PASAJEROS
2017-0114,2017-09-15,CONDUCTOR,AUTO,MASCULINO,26.0,2017-09-15,1,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2.0,-58.39100580,-34.58498660,OBJETO FIJO
2017-0115,2017-09-19,CONDUCTOR,MOTO,MASCULINO,34.0,,1,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5.0,-58.42182126,-34.63089661,BICICLETA
2017-0116,2017-09-20,CONDUCTOR,MOTO,MASCULINO,22.0,2017-09-20,1,22,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,12.0,-58.51389422,-34.58075791,OBJETO FIJO
2017-0118,2017-09-22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,2017-09-29,1,7,VIEYTES Y CRUZ,AVENIDA,4.0,-58.37585415,-34.65232158,AUTO
2017-0120,2017-10-02,CONDUCTOR,MOTO,MASCULINO,20.0,2017-10-02,1,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9.0,-58.47297505,-34.66245085,CARGAS
2017-0123,2017-10-10,PEATON,PEATON,FEMENINO,36.0,2017-10-10,1,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8.0,-58.46855503,-34.67216349,AUTO
2017-0124,2017-10-12,CONDUCTOR,MOTO,MASCULINO,51.0,2017-10-12,1,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15.0,-58.44254033,-34.59185043,PASAJEROS
2017-0125,2017-10-13,CONDUCTOR,MOTO,MASCULINO,29.0,2017-10-13,1,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8.0,-58.46622247,-34.67926929,OBJETO FIJO
2017-0126,2017-10-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0,,2,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8.0,-58.48003734,-34.68148508,OBJETO FIJO
2017-0126,2017-10-14,CONDUCTOR,AUTO,MASCULINO,36.0,2017-10-14,2,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8.0,-58.48003734,-34.68148508,OBJETO FIJO
2017-0127,2017-10-16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0,2017-10-16,1,7,GALLO Y AV. CORDOBA,AVENIDA,2.0,-58.41192137,-34.59800248,MOTO
2017-0128,2017-10-17,PEATON,PEATON,FEMENINO,60.0,2017-10-17,1,12,DR. JUAN F. ARANGUREN 611,CALLE,6.0,-58.44034689,-34.61349731,PASAJEROS
2017-0129,2017-10-26,CONDUCTOR,MOTO,MASCULINO,57.0,2017-10-26,1,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9.0,-58.47155277,-34.64925746,PASAJEROS
2017-0130,2017-10-27,CONDUCTOR,AUTO,MASCULINO,23.0,2017-10-27,1,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15.0,-58.47883099,-34.59967065,CARGAS
2017-0132,2017-10-30,CONDUCTOR,MOTO,MASCULINO,23.0,2017-10-30,1,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8.0,-58.46552171,-34.69374130,PASAJEROS
2017-0134,2017-11-06,PEATON,PEATON,FEMENINO,47.0,2017-11-06,1,18,AV. CNEL. ROCA 3555,AVENIDA,8.0,-58.44239720,-34.66777987,PASAJEROS
2017-0135,2017-11-07,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-07,1,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,15.0,-58.47032551,-34.59626814,CARGAS
2017-0136,2017-11-16,PEATON,PEATON,MASCULINO,55.0,2017-11-16,1,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4.0,-58.41827843,-34.65522746,PASAJEROS
2017-0137,2017-11-17,PEATON,PEATON,FEMENINO,60.0,2017-11-17,1,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11.0,-58.51280715,-34.59279388,CARGAS
2017-0138,2017-11-19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,2017-11-19,1,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7.0,-58.46258582,-34.64385704,OBJETO FIJO
2017-0139,2017-11-19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0,2017-11-19,1,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8.0,-58.45064148,-34.68003614,OBJETO FIJO
2017-0140,2017-11-19,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-19,1,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4.0,.,.,PASAJEROS
2017-0141,2017-11-23,PEATON,PEATON,FEMENINO,22.0,2017-11-23,1,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6.0,-58.42717783,-34.62513374,PASAJEROS
2017-0143,2017-11-25,CONDUCTOR,AUTO,MASCULINO,50.0,2017-11-25,1,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,11.0,-58.46442001,-34.60724519,PASAJEROS
2017-0144,2017-11-26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0,2017-11-26,1,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,8.0,-58.47064556,-34.69843756,OBJETO FIJO
2017-0145,2017-11-26,CONDUCTOR,MOTO,MASCULINO,58.0,2017-11-26,1,17,MAZA Y DON BOSCO,CALLE,5.0,-58.41677733,-34.61223119,AUTO
2017-0147,2017-11-28,CONDUCTOR,MOTO,MASCULINO,49.0,2017-11-28,1,11,AV. GRAL. PAZ Y AV. EVA PERON,GRAL PAZ,9.0,-58.50251790,-34.67450313,AUTO
2017-0148,2017-11-29,PEATON,PEATON,FEMENINO,82.0,2017-11-29,1,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,3.0,-58.40708125,-34.62438894,PASAJEROS
